vid,polnoe_naimenovanie,socrshenoe_naimenovanie,naimenovanie_ur_litca_ip,region,inn,ogrn_ogrnip,adres,telephon,email,sait,spectialist_po_classificatci,prisvoenay_categoriya,nomer_resheniya_o_prisvoenii_categorii,data_resheniya_o_prisvoenii_categorii,registratcionnyi_nomer_svidetelstva,data_vydachi_svidetelstva,srok_deistviya,acreditovanaya_organizatciya,categoria_1,kol_vo_nomerov_categoria_1,kol_vo_mest_categoria_1,categoria_2,kol_vo_nomerov_categoria_2,kol_vo_mest_categoria_2,categoria_3,kol_vo_nomerov_categoria_3,kol_vo_mest_categoria_3,itogo_nomerov
городская гостиница (отель),Гостиница «Мангазея»  Индивидуальный предприниматель Крекотень Ирина Анатольевна,Гостиница «Мангазея»,Индивидуальный предприниматель Крекотень Ирина Анатольевна,Ямало-Ненецкий автономный округ,891103675849,304891128600024,"629851, Ямало-Ненецкий автономный округ, Пуровский район, г. Тарко-Сале, промзона, промышленная база БПО",+7 (922) 0997711,buhkei1@gmail.com,,,без звёзд,Р-037-2019,13.12.2019,72/02/2018/37-2019,13.12.2019,12.12.2022,Общество с ограниченной ответственностью «Отельер»,«Пятая»,16,76,,,,,,,76
хостел,"Хостел ""Эконом"" ИП Валитов И.М.","Хостел ""Эконом""",ИП Валитов И.М.,Ямало-Ненецкий автономный округ,563801324830,3188900100002436,"629303  г. Новый Уренгой, пр-т. Губкина,д. 21 Б",8(919)5515522,,,,без звёзд,444/в-158/п,17.12.2019,63/8/444-2019,17.12.2019,16.12.2022,"Общество с ограниченной ответственностью ""Отель-Эксперт""",«Четвертая»,9,48,,,,,,,48
городская гостиница (отель),Отель «Приуралье» ИП Зеркаль Г.Н.,Отель «Приуралье»,ИП Зеркаль Г.Н.,Ямало-Ненецкий автономный округ,890200564892,311890108700021,"629400,  ЯНАО, г. Лабытнанги, ул. Советская 10",8(3496)300650,Zerkal-1957@mail.ru,,,одна звезда,447в-158/п,19.12.2019,63/8/447-2019,19.12.2019,18.12.2022,"Общество с ограниченной ответственностью ""Отель-Эксперт""",«Первая»,4,8,«Четвертая»,11,22,,,,30
городская гостиница (отель),Гостиница «Русь» ООО «Напи»,Гостиница «Русь»,ООО «Напи»,Ямало-Ненецкий автономный округ,8904040107,1028900625544,"629329,  ЯНАО, г. Новый Уренгой, ул. Набережная, д.49","8(3494)249344, 249494",hotelruss@mail.ru,,,две звезды,450/в-158/п,23.12.2019,63/8/450-2019,23.12.2019,22.12.2022,"Общество с ограниченной ответственностью ""Отель-Эксперт""",«Первая»,20,27,«Третья»,5,18,,,,45
городская гостиница (отель),"Гостиница ""Отдых""  ООО ""Отдых""","Гостиница ""Отдых","ООО ""Отдых""",Ямало-Ненецкий автономный округ,89050026095,10289900706988,"629810, ЯНАО, г. Ноябрьск, ул. Изыскателей, д.8б",8(3496)351875,Otdyh2014@mail.ru,,,без звёзд,446/в-158/п,18.12.2019,63/8/446-2019,18.12.2019,17.12.2022,"Общество с ограниченной ответственностью ""Отель-Эксперт""",«Первая»,8,10,«Четвертая»,7,14,«Пятая»,3,6,30
хостел,Хостел «Европейский» Индивидуальный предприниматель Ящук Нина Петровна,Хостел «Европейский»,Индивидуальный предприниматель Ящук Нина Петровна,Ямало-Ненецкий автономный округ,890500024986,304890513200055,"629800, Ямало-Ненецкий автономный округ, Тюменская область, г. Ноябрьск, ул. Энтузиастов, дом 26",8 (932) 053 63 13,hostel_evropeisky@mail.ru,,,без звёзд,716,13.02.2020,77/41/716-2020,13.02.2020,12.02.2023,"Общество с ограниченной ответственностью ""Управляющая компания ""Отель менеджмент""",«Пятая»,3,20,,,,,,,20
городская гостиница (отель),Гостиница «Сеяха» Муниципальное предприятие «Ямалгаз» Муниципального образования Ямальский район,Гостиница «Сеяха»,Муниципальное предприятие «Ямалгаз» Муниципального образования Ямальский район,Ямало-Ненецкий автономный округ,8909001599,1028900510924,"629700, Тюменская область, ЯНАО, Ямальский район, село Сеяха, улица Бамовская, дом 21",+7 (34996) 281 85,yamalgaz@mail.ru,,,без звёзд,746,31.03.2020,77/41/746-2020,31.03.2020,30.03.2023,"Общество с ограниченной ответственностью ""Управляющая компания ""Отель менеджмент""",«Пятая»,10,15,,,,,,,15
хостел,Хостел «Полярный+» ИП Долгих Наталья Мечеславовна,Хостел «Полярный+»,Индивидуальный предприниматель Долгих Наталья Мечеславовна,Ямало-Ненецкий автономный округ,890513206239,319890100009654,"629806, Ямало-Ненецкий автономный округ, г. Ноябрьск, ул. Энтузиастов, д. 20 А",8 (3496) 34 26 47,polyarnaya_n@mail.ru,,,без звёзд,761-2,04.12.2020,77/АА-110/761-2-2020,04.12.2020,18.05.2023,"Общество с ограниченной ответственностью ""Управляющая компания ""Отель менеджмент""",«Пятая»,22,70,,,,,,,70
городская гостиница (отель),Гостиница «Салют» ИП Китаин Семен Донович,Гостиница «Салют»,ИП Китаин Семен Донович,Ямало-Ненецкий автономный округ,890500180255,304890531400022,"629804, ЯНАО, г. Ноябрьск, Промзона, Панель №1, д. 9",8 (3496) 354848,ignatenko-as@mail.ru,,,без звёзд,06/01/365-2020,01.04.2020,1365/01,01.04.2020,31.03.2023,"Общество с ограниченной ответственностью ""СЕРВИС И ЭКСПЕРТИЗА""",«Вторая»,3,6,«Третья»,2,4,«Пятая»,15,60,70
городская гостиница (отель),"Гостиница ""Россия"" Общество с ограниченной ответственностью «Восток»","Гостиница ""Россия""",Общество с ограниченной ответственностью «Восток»,Ямало-Ненецкий автономный округ,7725268431,1157746297664,"629802, ЯНАО, г. Ноябрьск, ул. Республики, д. 12",8 (3496) 369444,info@russia-noyabrsk.ru,russia-noyabrsk.ru,,три звезды,Р-058,28.10.2020,77/13/058-2020,28.10.2020,27.10.2023,"Общество с ограниченной ответственностью ""ПрофНадзор""",Высшая «люкс»,2,4,Высшая «студия»,2,4,«Первая»,26,52,60
городская гостиница (отель),Гостиница ГБУ ЯНАО «РЦПВ» Государственное бюджетное учреждение Ямало-Ненецкого автономного округа «Региональный центр патриотического воспитания»,Гостиница ГБУ ЯНАО «РЦПВ»,Государственное бюджетное учреждение Ямало-Ненецкого автономного округа «Региональный центр патриотического воспитания»,Ямало-Ненецкий автономный округ,8905039785,1068905016366,"629809, Российская Федерация,  Ямало-Ненецкий автономный округ,  г. Ноябрьск, территория промузел Пелей, панель IV, промзона",+7 (3496) 39-94-05,patriot@yamalrcpv.ru,patriot@yamalrcpv.ru,,без звёзд,Р-073,24.12.2020,77/13/073-2020,24.12.2020,23.12.2023,"Общество с ограниченной ответственностью ""ПрофНадзор""",«Первая»,2,2,«Вторая»,59,118,«Третья»,9,39,159
городская гостиница (отель),Гостиница «Третий проезд» ООО «Нафтагаз-Бурение»,Гостиница «Третий проезд»,Общество с ограниченной ответственностью «Нафтагаз-Бурение»,Ямало-Ненецкий автономный округ,8905053564,1138905000090,"629800, Ямало-Ненецкий автономный округ, г. Ноябрьск, Промузел Пелей, Панель XII",+7 (3496) 457109,info@ngb.naftagaz.com,,Самойлик В.В.,без звёзд,Р-95-2021,16.02.2021,72/02/2018/95-2021,16.02.2021,15.02.2024,Общество с ограниченной ответственностью «Отельер»,«Пятая»,15,45,,,,,,,45
городская гостиница (отель),"Гостиница ""Общежитие на 50 мест ""Берлин"" ИП Кущенко Роман Васильевич","Гостиница ""Общежитие на 50 мест ""Берлин""",ИП Кущенко Роман Васильевич,Ямало-Ненецкий автономный округ,891101589111,304891127800178,"Ямало-Ненецкий автономный округ, Пуровский район,  пгт. Уренгой, ул. Попенченко, д. 4",+7 (34934) 9-10-33,kushenko_rv@mail.ru,,,без звёзд,557/УК1,24.12.2020,АА-39/557-2020,25.12.2020,24.12.2023,"Общество с ограниченной ответственностью ""Уральский центр экспертизы услуг""",«Первая»,7,12,«Пятая»,20,59,,,,71
городская гостиница (отель),"Гостиница ""Империя"" ИП Однораленко Эдуард Владимирович","Гостиница ""Империя""",ИП Однораленко Эдуард Владимирович,Ямало-Ненецкий автономный округ,891103008309,315891100003432,"629851, ЯНАО, Пуровский р-н., г. Тарко-Сале, ул. Новая, д. 4",8 3499 72 50 88,prometey_74@mail.ru,,Милованов Евгений Владимирович,без звёзд,0061,01.06.2021,47/2/061-2021,01.06.2021,31.05.2024,"Общество с ограниченной ответственностью ""ОТЕЛЬ-КОНСАЛТ""",«Первая»,15,26,,,,,,,26
городская гостиница (отель),Гостиница «Кристалл» ООО «КРИСТАЛЛ ГРУПП»,Гостиница «Кристалл»,ООО «КРИСТАЛЛ ГРУПП»,Ямало-Ненецкий автономный округ,7202212508,1107232036780,"629303, г. Новый Уренгой, мкр. Юбилейный, д.2, корп. 4а","8(3494)281988, 281989",cristal@cristalgroup.ru,www.crystalyamal.ru,Фан-Юнг Ирина Валерьевна,три звезды,573/в-1860/п,29.06.2021,63/АА-80/573-2021,29.06.2021,28.06.2024,"Общество с ограниченной ответственностью ""Отель-Эксперт""",Высшая «люкс»,3,3,«Первая»,12,12,,,,15
городская гостиница (отель),"Мини-отель ""Сибирь"" ИП Лузянина Елена Феликсовна","Мини-отель ""Сибирь""",ИП Лузянина Елена Феликсовна,Ямало-Ненецкий автономный округ,891104247613,313891113600015,"629850, ЯНАО, г. Тарко-Сале, ул. Строителей, д. 19, к. 1",8 922 282 50 50,otel-sibir@mail.ru,,Милованов Евгений Владимирович,без звёзд,0146,27.09.2021,47/2/146-2021,27.09.2021,26.09.2024,"Общество с ограниченной ответственностью ""ОТЕЛЬ-КОНСАЛТ""",«Пятая»,8,18,,,,,,,18
городская гостиница (отель),Городская гостиница (отель) «Озерная» ИП Паксина Лариса Йонасовна,Городская гостиница (отель) «Озерная»,ИП Паксина Лариса Йонасовна,Ямало-Ненецкий автономный округ,890301574304,306890301300072,"629730, ЯНАО, город Надым, ул. Набережная д. 11",+7 (3499) 52-42-41,gos.ozernaya@yandex.ru,,Соколовский А.В.,одна звезда,244,22.10.2021,66/03/244-2021,22.10.2021,21.10.2024,Общество с ограниченной ответственностью «АСТЕЛС»,Высшая «люкс»,1,1,«Первая»,6,9,,,,10
городская гостиница (отель),"Гостиничный комплекс «Сибирь» НО ""Окружной ИТЦ ""Старт ПП""",Гостиничный комплекс «Сибирь»,Некоммерческая организация «Фонд «Окружной инновационно-технологический центр «Старт (промышленный парк)»,Ямало-Ненецкий автономный округ,8911999455,1128900000448,"629830, ЯНАО, г. Губкинский, мкр. 5, д. 42",+7 (34936) 3-27-57,gubfond@mail.ru,otelsibir.ru,Гордюхин Евгений Федорович,три звезды,1213/01,15.11.2021,78/АА-97/213-2021,15.11.2021,14.11.2024,"Общество с ограниченной ответственностью ""Фатум Эксперт""",«Первая»,28,56,,,,,,,56
городская гостиница (отель),Гостиница «Русский Север» ИП Лаврик Сергей Сергеевич,Гостиница «Русский Север»,ИП Лаврик Сергей Сергеевич,Ямало-Ненецкий автономный округ,550414707752,321890100017374,"629007, Ямало-Ненецкий автономный округ, г. Салехард, ул. Ленина, д. 16А","+7 (964) 200-08-80, +7 (912) 434-88-94",verleros@rambler.ru,otelsever.ru,Самойлик В.В.,без звёзд,Р-130-2021,06.12.2021,72/02/2018/130-2021,06.12.2021,05.12.2024,Общество с ограниченной ответственностью «Отельер»,«Пятая»,8,14,,,,,,,14
городская гостиница (отель),Гостиница «Аляска» ООО «Аляска - Сервис»,Гостиница «Аляска»,Общество с ограниченной ответственностью «Аляска - Сервис»,Ямало-Ненецкий автономный округ,8905054695,1138905001180,"629803, ЯНАО, г. Ноябрьск, ул. Советская, д. 93",+7 (3496) 421133,Hotel-alaska@mail.ru,Hotelalaska.ru,Гордюхин Евгений Федорович,три звезды,1234/01,12.12.2021,78/АА-97/234-2021,12.12.2021,11.12.2024,"Общество с ограниченной ответственностью ""Фатум Эксперт""",Высшая «люкс»,1,2,Высшая «джуниор сюит»,3,6,«Первая»,54,91,99
городская гостиница (отель),Мини-отель «Теремки» ИП Федорушкин Алексей Дмитриевич,Мини-отель «Теремки»,ИП Федорушкин Алексей Дмитриевич,Ямало-Ненецкий автономный округ,890102466424,320890100007719,"629002, Ямало-Ненецкий автономный округ, г. Салехард, мкр Теремки, д. 1","+7 (349) 224-41-96, +7 (908) 860-00-15",t9088600015@gmail.com,hotel-6595.business.site,Самойлик В.В.,три звезды,Р-138-2021,13.12.2021,72/02/2018/138-2021,13.12.2021,12.12.2024,Общество с ограниченной ответственностью «Отельер»,«Первая»,15,22,,,,,,,22
городская гостиница (отель),"Гостиница ""София"" ИП Ноздреватых Марина Геннадьевна","Гостиница ""София""",ИП Ноздреватых Марина Геннадьевна,Ямало-Ненецкий автономный округ,241400512060,315890300001933,"629730, ЯНАО, г. Надым, ул. Заводская СУ-2",8 908 857 65 65,laguna89nadym@mail.ru,,Милованов Евгений Владимирович,без звёзд,0288,20.01.2022,47/2/288-2021,20.01.2022,19.01.2025,"Общество с ограниченной ответственностью ""ОТЕЛЬ-КОНСАЛТ""",«Первая»,1,2,«Вторая»,6,12,,,,14
хостел,Хостел «Айсберг» ИП Агакишиев Камал Сеид Оглы,Хостел «Айсберг»,ИП Агакишиев Камал Сеид Оглы,Ямало-Ненецкий автономный округ,891105443071,311891131100012,"629880, Ямало-Ненецкий автономный округ, Пуровский район, п. Пуровск, ул. Молодежная, д. 11",+7 (922) 456-10-01,aysberg01@mail.ru,,Самойлик В.В.,без звёзд,Р-155-2022,02.02.2022,72/АА-001-2022/155-2022,02.02.2022,01.02.2025,Общество с ограниченной ответственностью «Отельер»,«Пятая»,5,40,,,,,,,40
городская гостиница (отель),Гостиница «Ямал» ИП Курбанова Татьяна Васильевна,Гостиница «Ямал»,ИП Курбанова Татьяна Васильевна,Ямало-Ненецкий автономный округ,891101274947,321890100017634,"629840 Ямало-Ненецкий автономный округ, Пуровский район п. Пурпе, ул. Лермонтова, д. 1",+7 (922) 462-29-49,tat11825@yandex.ru,,Самойлик В.В.,без звёзд,Р-156-2022,11.02.2022,72/АА-001-2022/156-2022,11.02.2022,10.02.2025,Общество с ограниченной ответственностью «Отельер»,«Пятая»,12,29,,,,,,,29
городская гостиница (отель),Гостиница «Кубань» ООО «СЛЕМ»,Гостиница «Кубань»,Общество с ограниченной ответственности «СЛЕМ»,Ямало-Ненецкий автономный округ,8904028269,1028900620572,"629305, г. Новый Уренгой, микрорайон Солнечный, квартал Армавирский, ул. Таежная, дом 138","8 34 94 23 73 13,  8 34 94 23 72 54",79257726001@yandex.ru,www.Kuban-89.ru,Косогорова Ирина Николаевна,две звезды,1206,22.02.2022,77/АА-79/1206-2022,22.02.2022,22.02.2025,"Некоммерческая организация ""Российская Гостиничная Ассоциация""",«Первая»,8,8,«Четвертая»,8,22,,,,30
городская гостиница (отель),Гостиница «Парк-Отель» ООО «Ника»,Гостиница «Парк-Отель»,Общество с ограниченной ответственностью «Ника»,Ямало-Ненецкий автономный округ,8905035702,1058900821066,"629802, ЯНАО, г. Ноябрьск, ул. 60 лет СССР, д. 12/27",+7 (3496) 329435,ooo_nika_89@mail.ru,,Гордюхин Евгений Федорович,три звезды,1380/01,29.04.2022,78/АА-97/380-2022,29.04.2022,28.04.2025,"Общество с ограниченной ответственностью ""Фатум Эксперт""",«Первая»,38,76,,,,,,,76
городская гостиница (отель),Гостиница «PRIDE» ИП Нуруллазаде П.А.о.,Гостиница «PRIDE»,ИП Нуруллазаде Парвин Атрафил оглы,Ямало-Ненецкий автономный округ,890412921105,320890100022733,"629305, Ямало-Ненецкий автономный округ, г. Новый Уренгой, ул. Таежная, 119а",+7 (922) 055-22-25,atrafil@yandex.ru,website-pride.business.site,В.В. Самойлик,без звёзд,Р-30-2022,01.07.2022,72/АА-005-2022/30-2022,01.07.2022,30.06.2025,"Общество с ограниченной ответственностью ""Отельер-Про""",«Вторая»,18,25,,,,,,,25
хостел,"Хостел ""Ладас"" ИП Ильина Р.И.","Хостел ""Ладас""",ИП Ильина Раиса Игоревна,Ямало-Ненецкий автономный округ,563802232042,322565800023632,"ЯМАО, г. Новый Уренгой, ул. Набережная, д.52",+7(953) 457 17 77,hostel5522@yandex.ru,,Косогорова Ирина Николаевна,без звёзд,145,30.08.2022,72/AA-175-2021/124-2022,30.08.2022,29.08.2025,"Общество с ограниченной ответственностью ""Школа гостеприимства и сервиса""",«Пятая»,10,50,,,,,,,50
городская гостиница (отель),Гостиница «Семь лиственниц» МП ГО «Семь лиственниц»,Гостиница «Семь лиственниц»,Муниципальное предприятие гостиничного обслуживания муниципального образования город Лабытнанги «Семь лиственниц»,Ямало-Ненецкий автономный округ,8902009165,1028900554583,"629400, Ямало-Ненецкий автономный округ, г. Лабытнанги, ул. Гагарина, д. 34",+7 (349) 92 23938,Seven@lbt.yanao.ru,Sevenlbt.ru,Аникин Антон Сергеевич,три звезды,2090,07.10.2022,77/АА-110/2090-2022,07.10.2022,06.10.2025,"Общество с ограниченной ответственностью ""Управляющая компания ""Отель менеджмент""",Высшая «люкс»,1,1,Высшая «джуниор сюит»,4,4,«Первая»,60,107,112
