vid,polnoe_naimenovanie,socrshenoe_naimenovanie,naimenovanie_ur_litca_ip,region,inn,ogrn_ogrnip,adres,telephon,email,sait,spectialist_po_classificatci,prisvoenay_categoriya,nomer_resheniya_o_prisvoenii_categorii,data_resheniya_o_prisvoenii_categorii,registratcionnyi_nomer_svidetelstva,data_vydachi_svidetelstva,srok_deistviya,acreditovanaya_organizatciya,categoria_1,kol_vo_nomerov_categoria_1,kol_vo_mest_categoria_1,categoria_2,kol_vo_nomerov_categoria_2,kol_vo_mest_categoria_2,categoria_3,kol_vo_nomerov_categoria_3,kol_vo_mest_categoria_3,itogo_nomerov
городская гостиница (отель),Гостиничный Комплекс «Алдан» ООО «Дорснаб»,Гостиничный Комплекс «Алдан»,Общество с ограниченной ответственностью «Дорснаб»,Республика Саха (Якутия),1402048580,1091402000183,"Российская Федерация, 678900, Республика Саха (Якутия), Алданский район, г. Алдан, ул. Ленина, 21",+7 (924) 896-03-86,hotel@gkparitet.ru,http:/lhotelaldan.ru/,Маврина Нелли Федоровна,четыре звезды,1384,31.10.2022,77/АА-79/1384-2022,31.10.2022,31.10.2025,"Некоммерческая организация ""Российская Гостиничная Ассоциация""",Высшая «люкс»,2,4,Высшая «джуниор сюит»,1,2,«Первая»,15,30,36
городская гостиница (отель),"Отель ""Алаас"" ИП Храмцова Н.А.","Отель ""Алаас""",ИП Храмцова Н.А.,Республика Саха (Якутия),143505249748,305143523400021,"677000, Респ. Саха (Якутия), г. Якутск, ул. Орджоникидзе, 34/2",+ 7 (4112) 24-34-24,alaasykt@gmail.com,alaashotel.ru,,три звезды,115,15.03.2020,70/04/115-2020,15.03.2020,15.03.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,Высшая «джуниор сюит»,4,8,«Первая»,9,18,,,,26
хостел,"Хостел ""Dommix"" ИП Храмцова Н.А.","Хостел ""Dommix""",ИП Храмцова Н.А.,Республика Саха (Якутия),143505249748,305143523400021,"677004 г. Якутск, ул. Рихарда Зорге, 7а",+7(914) 274–6565,dommiks2016@mail.ru,dommix.su,,без звёзд,116,25.03.2020,70/04/116-2020,25.03.2020,25.03.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Первая»,4,8,«Пятая»,18,54,,,,62
городская гостиница (отель),"МИНИ-ОТЕЛЬ ""Уют"" ИП Кондакова Инна Андреевна","МИНИ-ОТЕЛЬ ""Уют""",ИП Кондакова Инна Андреевна,Республика Саха (Якутия),143305616648,308141425200019,"678144, Республика Саха (Якутия), г. Ленск, ул. Объездная, д. 11-А",+7 985 335-51-99,Kondakov1968@mail.ru,мини-отель-уют.РФ,,две звезды,593,06.09.2020,78/17/593-2020,06.09.2020,05.09.2023,"Общество с ограниченной ответственностью ""Бюро классификации и экспертизы""",Высшая «джуниор сюит»,2,2,«Первая»,6,12,,,,14
городская гостиница (отель),"Отель «NORDEN HOTEL», ООО ""Норден Групп""","Отель «NORDEN HOTEL», ООО ""Норден Групп""","ООО ""Норден Групп""",Республика Саха (Якутия),1435344633,1191447010974,"677009, г. Якутск  ул.  Федора Попова 14/7",,,,,три звезды,70/04/121-2020,05.09.2020,70/04/121-2020,05.09.2020,05.09.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Первая»,10,16,,,,,,,16
городская гостиница (отель),"Гостиница «Кисилээх», ООО ""Арктика""","Гостиница «Кисилээх», ООО ""Арктика""","ООО ""Арктика""",Республика Саха (Якутия),1435169928,1061435024254,"Республика Саха , Якутия ,Верхоянский район , пгт Батагай ул. Ленина  д.12А",,,,,без звёзд,70/04/125-2020,05.09.2020,70/04/125-2020,05.09.2020,05.09.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Первая»,2,3,«Четвертая»,2,4,«Пятая»,5,15,22
городская гостиница (отель),"Гостиница «Стерх», ИП Проскуренко И.Р.","Гостиница «Стерх», ИП Проскуренко И.Р.",ИП Проскуренко И.Р.,Республика Саха (Якутия),143100297408,304143122300022,"Республика Саха , Якутия ,Хангаласский район , г. Покровск ул. Орджоникидзе д.64",8-914-223-22-45,fir68@mail.ru,,,одна звезда,70/04/128-2020,05.09.2020,70/04/128-2020,05.09.2020,05.09.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Первая»,1,1,«Третья»,4,7,«Пятая»,1,4,12
городская гостиница (отель),"Гостиница «Ландыш», ООО ""ГАЛАНТУС""","Гостиница «Ландыш», ООО ""ГАЛАНТУС""","ООО ""ГАЛАНТУС""",Республика Саха (Якутия),1435208542,1081435011602,"Россия, Республика Саха (Якутия), Якутск, ул. Кузьмина 32 корп.4","8 (4112) 23-51-58, 23-51-59",lusso-b@mail.ru,landysh.net/,,две звезды,70/04/130-2020,05.09.2020,70/04/130-2020,05.09.2020,05.09.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Первая»,6,9,«Вторая»,2,4,«Пятая»,5,12,25
городская гостиница (отель),"Гостиница «Аригус», ИП Ангрускаева Л.Б.","Гостиница «Аригус», ИП Ангрускаева Л.Б.",ИП Ангрускаева Л.Б.,Республика Саха (Якутия),143401693042,304143420100077,"678960 Республика Саха , Якутия г.Нерюнгри  пр. Дружбы народов 27",89241628292,arigus@autorambler.ru,,,одна звезда,70/04/132-2020,05.09.2020,70/04/132-2020,05.09.2020,05.09.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Первая»,6,8,«Четвертая»,4,6,,,,14
городская гостиница (отель),"Гостиница «Айхал», ООО «Айхал»","Гостиница «Айхал», ООО «Айхал»",ООО «Айхал»,Республика Саха (Якутия),1434039010,10914340001119,"678960 , Республика Саха ( Якутия) г.Нерюнгри пр. Мира д. 21.",+7(41147)6-29-15,al113112@mail.ru,,,одна звезда,70/04/141-2020,09.11.2020,70/04/141-2020,09.11.2020,09.11.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Первая»,4,8,«Пятая»,8,16,,,,24
городская гостиница (отель),"Гостиница «Welcome PLAZA», ИП Гершвильд В.Г.","Гостиница «Welcome PLAZA», ИП Гершвильд В.Г.",ИП Гершвильд В.Г.,Республика Саха (Якутия),140200004297,304140212100010,"678900, РС (Я), г. Алдан, ул. 10 лет Якутии, д. 52 «А»",8 (924) 160-0703,9241600@ MAIL. RU,,,без звёзд,70/04/144-2020,09.11.2020,70/04/144-2020,09.11.2020,09.11.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Первая»,8,12,«Третья»,1,1,«Пятая»,3,10,23
городская гостиница (отель),"Гостиница «Золотой ковш», ИП Недомолкин Е.В.","Гостиница «Золотой ковш», ИП Недомолкин Е.В.",ИП Недомолкин Е.В.,Республика Саха (Якутия),143519406172,312143534100052,"Республика Саха, Якутия, 677000, г. Якутск, ул. Космонавтов, 22",+7 914 271-7283,zolotoykovsh@bk.ru,,,одна звезда,70/04/138-2020,09.11.2020,70/04/138-2020,09.11.2020,09.11.2023,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Первая»,5,6,«Третья»,5,13,,,,19
городская гостиница (отель),"Гостиница ""ТУС ХОТУ"" ИП Оглы Афанасий Владимирович","Гостиница ""ТУС ХОТУ""",ИП Оглы Афанасий Владимирович,Республика Саха (Якутия),143503053940,311143534000077,"677005, Республика Саха (Якутия), г. Якутск, ул. Петра Алексеева, дом 83, корпус 17А",8(924) 873 07 07,tycxoty@mail.ru,instagram.com/yk.kurort,,две звезды,03-21,22.01.2021,47/028/03-2021,22.01.2021,21.01.2024,"Союз ""Ленинградская областная торгово-промышленная палата""",«Первая»,4,8,,,,,,,8
городская гостиница (отель),Городская гостиница «Тыгын Дархан» Государственное бюджетное учреждение Республики Саха (Якутия) «Служба эксплуатационно-технического обеспечения»,Городская гостиница «Тыгын Дархан»,Государственное бюджетное учреждение Республики Саха (Якутия) «Служба эксплуатационно-технического обеспечения»,Республика Саха (Якутия),1435090379,1021401055994,"677018, Республика Саха (Якутия), г. Якутск, ул. Аммосова, д. 9",+7(4112)43-53-09,tygyndarhan@mail.ru,tygyndarhan.ru,Борунова И.А.,четыре звезды,002,05.03.2021,77/АА-93/002-2021,05.03.2021,05.03.2024,"Общество с ограниченной ответственностью ""Стар Лайн""",Высшая «люкс»,6,12,Высшая «джуниор сюит»,28,56,«Первая»,40,64,132
городская гостиница (отель),Гостиница «Надежда» ИП Ноговицын Егор Гаврильевич,Гостиница «Надежда»,Индивидуальный предприниматель Ноговицын Егор Гаврильевич,Республика Саха (Якутия),143516469907,304143536600119,"677008, Республика Саха (Якутия), г. Якутск, Сергеляхское шоссе 4 км, дом 4Б",+7 (914) 272 53 28,gosnadezda@mail.ru,,Кумукова Лейла Юрьевна,без звёзд,391,12.03.2021,77/АА-68/391-2021,12.03.2021,11.03.2024,"Автономная некоммерческая организация ""Центр развития социального и культурно-познавательного туризма""",«Первая»,9,14,«Пятая»,5,15,,,,29
городская гостиница (отель),ГОСТИНИЦА «ТУМСУУ» ИП Андросова Валентина Семёновна,ГОСТИНИЦА «ТУМСУУ»,ИП Андросова Валентина Семёновна,Республика Саха (Якутия),140900394444,311144805600028,"678580, Республика Саха (Якутия), Эвено-Бытантайский район, с. Батагай-Алыта, ул. Омукчанская, д. 3",8-924-569-12-98,tumsuu@yandex.ru,,Акутина Д.В.,без звёзд,А-77,03.08.2021,77/АА-94/А-77-2021,03.08.2021,02.08.2024,"Общество с ограниченной ответственностью  ""Академия Консалтинга""",«Пятая»,2,7,,,,,,,7
городская гостиница (отель),Гостиница «Рубин» ИП Кошелев Юрий Леонидович,Гостиница «Рубин»,ИП Кошелев Юрий Леонидович,Республика Саха (Якутия),143500864700,304143504900062,"677000, Республика Саха (Якутия), г. Якутск, ул. 50 лет Советской Армии, д. 50",8-914-225-0080,888ykt888@mail.ru,,Акутина Д.В.,три звезды,А-81,04.08.2021,77/АА-94/А-81-2021,04.08.2021,03.08.2024,"Общество с ограниченной ответственностью  ""Академия Консалтинга""",Высшая «люкс»,4,4,«Первая»,12,24,,,,28
городская гостиница (отель),Гостиница «Гермес-Экспресс» ИП Гершвильд Владимир Геннадьевич,Гостиница «Гермес-Экспресс»,ИП Гершвильд Владимир Геннадьевич,Республика Саха (Якутия),140200004297,304140212100010,"678900, Республика Саха  (Якутия), г. Алдан, ул. Бертина, д. 94",8-924-567-10-00,9241600аnnа@mail.ru,,Акутина Д.В.,без звёзд,А-83,05.08.2021,77/АА-94/А-83-2021,05.08.2021,04.08.2024,"Общество с ограниченной ответственностью  ""Академия Консалтинга""",«Первая»,5,10,«Пятая»,16,43,,,,53
городская гостиница (отель),Гостиница «Ренабо» ООО Центр Услуг «Бизнес»,Гостиница «Ренабо»,Общество с ограниченной ответственностью Центр Услуг «Бизнес»,Республика Саха (Якутия),1435260670,1121435016284,"677008, Россия, Республика Саха (Якутия) г. Якутск, микрорайон Борисовка 1, дом 41",+74112403377,chupsorg@mail.ru,,Маслюк Е.А.,четыре звезды,Р-045,30.08.2021,77/114/045-2021,30.08.2021,30.08.2024,"Общество с ограниченной ответственностью ""ПрофНадзор""",Высшая «сюит»,8,16,Высшая «люкс»,4,8,,,,24
городская гостиница (отель),"Гостиница ""Гостевой дом Сибирь"" ИП Егорова Сардаана Дмитриевна","Гостиница ""Гостевой дом Сибирь""",ИП Егорова Сардаана Дмитриевна,Республика Саха (Якутия),143518970629,314144705600138,"677000, Республика Саха (Якутия), г.Якутск, ул. Софронова, д.6",8 (914) 106 25 97,sibiryakutsk@mail.ru,,Кондакова В.А.,без звёзд,70/04/155-2021,29.10.2021,70/04/155-2021,29.10.2021,29.10.2024,Автономная некоммерческая организация «Научно-проектное сообщество социального предпринимательства и совместного жизнеустройства»,«Первая»,11,22,«Пятая»,4,12,,,,34
городская гостиница (отель),"Гостиница ""Самородок"" ООО ""ДЕЗ"" г.Томмот","Гостиница ""Самородок""","Общество с ограниченной ответственностью ""Дирекция Единого заказчика"" г.Томмот",Республика Саха (Якутия),1402047040,1061402006544,"678940, Республика Саха (Якутия), Алданский район,  поселок Нижний Куранах, улица Шахтёрская, дом 89",+79245688887,samorodok2019@mail.ru,,Скороходова Ирина Юрьевна,без звёзд,161,07.02.2022,28/АА-69/161-2022,07.02.2022,06.02.2025,"Общество с ограниченной ответственностью ""Экспертно консалтинговый центр Амур-Тест""",«Первая»,15,28,,,,,,,28
"загородный отель, туристская база, база отдыха",Туристическая база «Ленские столбы» ООО «ААРЫМА ТУРС»,Туристическая база «Ленские столбы»,ООО «ААРЫМА ТУРС»,Республика Саха (Якутия),1435339898,1191447003164,"678024, Республика Саха (Якутия), Хангаласский улус, Тумульский наслег, участок Батамай",+7(914)270-90-60,aaryma@mail.ru,,Борунова Ирина Анатольевна,три звезды,012,21.03.2022,77/АА-93/012-2022,21.03.2022,21.03.2025,"Общество с ограниченной ответственностью ""Стар Лайн""",«Первая»,9,18,,,,,,,18
городская гостиница (отель),"Гостиница «Аргыс», ООО «Приоритет»","Гостиница «Аргыс», ООО «Приоритет»",ООО «Приоритет»,Республика Саха (Якутия),1415013249,1131446000641,"678070, Республика Саха (Якутия), Мегино-Кангаласский улус, с.Майя, ул.Сыроватского, 3",+7 (41143) 41‒311,prioritet_maya@mail.ru,,Кондакова В.А.,без звёзд,6,30.04.2022,23/007/6-2022,30.04.2022,29.04.2025,Общество с ограниченной ответственностью «Ритейл Отель-Сервис»,«Четвертая»,3,8,,,,,,,8
городская гостиница (отель),"Гостиница «Алаас», ИП Худайназаров С.С.","Гостиница «Алаас», ИП Худайназаров С.С.",ИП Худайназаров С.С.,Республика Саха (Якутия),141503540980,317144700051087,"678080, Республика Саха (Якутия), Мегино-Кангаласский улус, п.Нижний Бестях, ул.Ленина, 36/1",+79245684835,saibjan@yandex.ru,,Кондакова В.А.,без звёзд,7,01.05.2022,23/007/7-2022,01.05.2022,30.04.2025,Общество с ограниченной ответственностью «Ритейл Отель-Сервис»,«Первая»,5,6,«Пятая»,8,31,,,,37
хостел,"Хостел «Махтал», ООО «Айхал»",Хостел «Махтал»,ООО «Айхал»,Республика Саха (Якутия),1434039010,1091434001119,"678980, Республика Саха (Якутия), Нерюнгринский район, п.Чульман, ул.Транспортная, 24",8 (41147)62915,Raschet.aihal@mail.ru,,Кондакова В.А.,без звёзд,12,02.05.2022,23/007/12-2022,02.05.2022,01.05.2025,Общество с ограниченной ответственностью «Ритейл Отель-Сервис»,«Пятая»,31,178,,,,,,,178
городская гостиница (отель),"Гостиница «Колос», ИП Алексеев Е.С.",Гостиница «Колос»,ИП Алексеев Евгений Сергеевич,Республика Саха (Якутия),142101374075,319144700030772,"678100, Республика Саха (Якутия), Олекминский район, г. Олекминск, улица Молодежная, дом 12",8(41138)41628,Evgeniyalekseevl980@mail.ru,,Кондакова В.А.,без звёзд,14,03.05.2022,23/007/14-2022,03.05.2022,02.05.2025,Общество с ограниченной ответственностью «Ритейл Отель-Сервис»,«Первая»,2,3,«Третья»,4,9,«Пятая»,7,14,26
городская гостиница (отель),"Гостиница «Парус», ИП Паньков Д.А.","Гостиница «Парус», ИП Паньков Д.А.",ИП Паньков Д.А.,Республика Саха (Якутия),143507254704,315144700022188,"677000 , Республика Саха (Якутия), г. Якутск, пр. Ленина 7",89142700877,parus-ykt@mail.ru,,Кондакова В.А.,три звезды,16,04.05.2022,23/007/16-2022,04.05.2022,03.05.2025,Общество с ограниченной ответственностью «Ритейл Отель-Сервис»,Высшая «джуниор сюит»,2,4,«Первая»,13,24,,,,28
городская гостиница (отель),"Арт - отель ""Созвездие"" ИП Сивцева А.Н.","Арт - отель ""Созвездие""",ИП Сивцева Алла Николаевна,Республика Саха (Якутия),143513449998,314144736700191,"677008, Республика Саха (Якутия), г. Якутск, ул. Жорницкого 29/2",+7 (4112) 40-25-05; +7 914 270 04-51,star-yakutiya@mail.ru,www.yakutsk-hotel.ru,Процентова Е.Н.,три звезды,60,10.10.2022,38/АА-180/59,10.10.2022,10.10.2025,"Ассоциация гостиничной индустрии ""Пять звезд""",Высшая «джуниор сюит»,4,5,«Первая»,16,21,,,,26
