vid,polnoe_naimenovanie,socrshenoe_naimenovanie,naimenovanie_ur_litca_ip,region,inn,ogrn_ogrnip,adres,telephon,email,sait,spectialist_po_classificatci,prisvoenay_categoriya,nomer_resheniya_o_prisvoenii_categorii,data_resheniya_o_prisvoenii_categorii,registratcionnyi_nomer_svidetelstva,data_vydachi_svidetelstva,srok_deistviya,acreditovanaya_organizatciya,categoria_1,kol_vo_nomerov_categoria_1,kol_vo_mest_categoria_1,categoria_2,kol_vo_nomerov_categoria_2,kol_vo_mest_categoria_2,categoria_3,kol_vo_nomerov_categoria_3,kol_vo_mest_categoria_3,itogo_nomerov
городская гостиница (отель),"ГОСТИНИЦА ""СИБИРЬ""","ГОСТИНИЦА ""СИБИРЬ""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ООТВЕСТВЕННОСТЬЮ ""САЯНТУРСЕРВИС""",Республика Хакасия,1902015127,1021900672298,"655016, г. Абакан, проспект Дружбы Народов, дом 9",8 (3902) 35-75-48,www.hotelsiberia.ru,,,без звёзд,ГКГ-2019-07-11,11.07.2019,77-20-550018259-2019,12.07.2019,12.07.2022,"Общество с ограниченной ответственностью ""Премьер-Дил""",,,,,,,,,,0
"загородный отель, туристская база, база отдыха",Турбаза «Снежный барс» ООО «Родник»,Турбаза «Снежный барс»,ООО «Родник»,Республика Хакасия,1909060288,1021900759616,"655740, Хакасия Республика, Таштыпский район, территория Абакан-Ак-Довурак автодорога 301 км",+7 (391) 285-53-17; +7 (39047) 244-63; +7 (39047) 232-81;,bars@24kmk.ru,www.24snowbars.ru,Сафонова Л.В.,без звёзд,959.ЦК,16.09.2022,78/АА-034/764-2022,17.09.2022,16.09.2025,"Общество с ограниченной ответственностью ""Звезды Отелям""",«Вторая»,6,12,«Третья»,4,12,«Четвертая»,7,14,38
городская гостиница (отель),Гостиница «АэроОтель» ООО Гостиница «АэроОтель»,Гостиница «АэроОтель»,ООО Гостиница «АэроОтель»,Республика Хакасия,1901136552,1171901004989,"655131, Респ. Хакасия, г. Абакан, пр-т. Дружбы Народов, д. 57.",8 (3902) 282-328,aerootel19@mail.ru,,,три звезды,0026,28.12.2019,47/2/26-2019,28.12.2019,27.12.2022,"Общество с ограниченной ответственностью ""ОТЕЛЬ-КОНСАЛТ""",Высшая «люкс»,2,4,«Первая»,28,40,,,,44
"(До 31.12.2020) курортный отель, база отдыха, туристская база, центр отдыха, туристская деревня (деревня отдыха), дом отдыха, пансионат и другие аналогичные средства размещения",База отдыха ЗАО «Белё» Закрытое акционерное общество «Белё»,База отдыха ЗАО «Белё»,Закрытое акционерное общество «Белё»,Республика Хакасия,1911007316,1081903000772,"655200, Республика Хакасия, Ширинский район, мкр.Урочище горы Чалпан",+7 (999) 447 79 70,hutor123@yandex.ru,,,без звёзд,764,02.06.2020,77/41/764-2020,04.06.2020,01.06.2023,"Общество с ограниченной ответственностью ""Управляющая компания ""Отель менеджмент""",«Четвертая»,73,161,,,,,,,161
городская гостиница (отель),Усадьба Ухварина «Золотая подкова»  ИП КФХ Ухварин Эдуард Иванович,Усадьба Ухварина «Золотая подкова»,ИП КФХ Ухварин Эдуард Иванович,Республика Хакасия,191000000605,304191021000047,"РХ, 655119, Усть-Абаканский район, аал Сапогов, ул. Комсомольская, д. 21",8 983 263 -87-77,ukhvarin777@mail.ru,,,одна звезда,570.ЦК,29.06.2020,78/АА-034/436-2020,29.06.2020,28.06.2023,"Общество с ограниченной ответственностью ""Звезды Отелям""",«Первая»,8,17,«Четвертая»,2,10,«Пятая»,3,10,37
городская гостиница (отель),"ГК Таежная резиденция «Ажур Приисковое (шале «Времена года», шале «Дикая природа»)  ИП Назарько Л.Н.","ГК Таежная резиденция «Ажур Приисковое (шале «Времена года», шале «Дикая природа»)",ИП Назарько Л.Н.,Республика Хакасия,245900063701,314246814200012,"655266, Республика Хакасия, Орджоникидзевский район, с. Приисковое, ул. Советская, д. 26 «А»",+7 (902) 950 00 10,ajurpri@yandex.ru,www.24ajur.ru,,четыре звезды,575.ЦК,04.07.2020,78/АА-034/441-2020,04.07.2020,03.07.2023,"Общество с ограниченной ответственностью ""Звезды Отелям""",Высшая «джуниор сюит»,2,4,«Первая»,12,24,,,,28
"(До 31.12.2020) курортный отель, база отдыха, туристская база, центр отдыха, туристская деревня (деревня отдыха), дом отдыха, пансионат и другие аналогичные средства размещения",Гостевого двор «Зов предков» ИП Мухтарулин Наиль Шаукатович,Гостевого двор «Зов предков»,ИП Мухтарулин Наиль Шаукатович,Республика Хакасия,245802323944,315190300003249,"655210, Республика Хакасия, Ширинский р-н, с. Ефремкино, ул. 70 лет Октября, д. 12",+7 (923) 150-11-43,zovpredkovhakas@yandex.ru,www.зовпредков.рф,,без звёзд,580.ЦК,17.07.2020,78/АА-034/446-2020,17.07.2020,16.07.2023,"Общество с ограниченной ответственностью ""Звезды Отелям""",«Четвертая»,5,23,«Пятая»,1,2,,,,25
"(До 31.12.2020) курортный отель, база отдыха, туристская база, центр отдыха, туристская деревня (деревня отдыха), дом отдыха, пансионат и другие аналогичные средства размещения","Физкультурно–оздоровительная база отдыха «Пристань», ИП Дудкин Валерий Николаевич",Физкультурно–оздоровительная база отдыха «Пристань»,ИП Дудкин Валерий Николаевич,Республика Хакасия,190201995317,311190227700032,"РФ, Республика Хакасия,  г. Саяногорск, рабочий поселок Майна, ул. Гагарина, 165",+7 913 549 45 00,аntonD88@mail.ru,,,без звёзд,14,30.07.2020,025/14/07-2020,30.07.2020,30.07.2023,"СОЮЗ ""ЦЕНТРАЛЬНО-СИБИРСКАЯ ТОРГОВО-ПРОМЫШЛЕННАЯ ПАЛАТА""",«Первая»,2,4,,,,,,,4
хостел,"Хостел ""Заезжий двор"" ООО ""Бегущая по волнам""","Хостел ""Заезжий двор""","Общество с ограниченной ответственностью ""Бегущая по волнам""",Республика Хакасия,1901073292,1061901032181,"655016, Республика Хакасия, г. Абакан, ул. Торосова, 15-297Н",+7 (3902) 20-23-33,scarlet.abakan@list.ru,www.abakan-hostel.ru,,без звёзд,5,19.08.2020,АА-032/0005-2020,19.08.2020,18.08.2023,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГАРАНТ СОЮЗ""",«Первая»,4,12,«Пятая»,2,15,,,,27
хостел,Хостел визит-Центра заказника «Позарым» ФГБУ «Государственный заповедник «Хакасский»,Хостел визит-Центра заказника «Позарым»,ФГБУ «Государственный заповедник «Хакасский»,Республика Хакасия,1901046235,1021900534260,312 км трассы 95К-002 «Абакан-Ак-Довурак»; GPS: N51.75283 E089.83372,+7 (3902) 35-22-04,mail@zapovednik-khakassky.ru,www.zapovednik-khakassky.ru,,без звёзд,582.ЦК,07.07.2020,78/АА-034/448-2020.,07.07.2020,06.07.2023,"Общество с ограниченной ответственностью ""Звезды Отелям""",«Первая»,1,2,«Пятая»,2,18,,,,20
городская гостиница (отель),Гостиница «Уют» ООО «Компания «Система ПВО»,Гостиница «Уют»,ООО «Компания «Система ПВО»,Республика Хакасия,1901072348,1061901030960,"655731, Республика Хакасия, Аскизский район, пгт Вершина Теи,  ул. Советская, д. 8",+ 7 962 801 35 46,reneva.pvo@gmail.com,,,без звёзд,618.ЦК,11.09.2020,78/АА-034/483-2020,12.09.2020,11.09.2023,"Общество с ограниченной ответственностью ""Звезды Отелям""",«Первая»,7,15,,,,,,,15
городская гостиница (отель),Гостиница «Дружба» ООО «Абаканский гостиничный комплекс «Дружба»,Гостиница «Дружба»,Общество с ограниченной ответственностью «Абаканский гостиничный комплекс «Дружба»,Республика Хакасия,1901131032,1161901053940,"655016, Республика Хакасия, г. Абакан,  пр-т Дружбы Народов, стр. 2Б",+7 (3902) 358-455,d_hotel@mail.ru,http://druzba19.ru,Жданович А.Л.,три звезды,Р-085,20.02.2021,77/13/085-2021,20.02.2021,19.02.2024,"Общество с ограниченной ответственностью ""ПрофНадзор""",«Первая»,63,115,,,,,,,115
"курортный отель, санаторий, дом отдыха, центр отдыха, пансионат",Пансионат «Альтаир» АО «ИСС»,Пансионат «Альтаир»,Акционерное общество «Информационные спутниковые системы» имени академика М.Ф. Решетнёва,Республика Хакасия,2452034898,1082452000290,"655220, Республика Хакасия, Ширинский район, п. Жемчужный, ул. Аптечная, д. 20",+7 (3913) 59 72 49,rfl-08@yandex.ru,,Кумукова Лейла Юрьевна,без звёзд,55-2,31.05.2021,77/АА-68/55-2-2021,31.05.2021,30.05.2024,"Автономная некоммерческая организация ""Центр развития социального и культурно-познавательного туризма""",«Третья»,35,100,«Пятая»,91,258,,,,358
"курортный отель, санаторий, дом отдыха, центр отдыха, пансионат",Дом отдыха «Туманный» ФБУ Центр реабилитации ФСС РФ «Туманный»,Дом отдыха «Туманный»,ФБУ Центр реабилитации ФСС РФ «Туманный»,Республика Хакасия,1910004513,1021900850377,"655111, Республика Хакасия, г. Сорск, Центр реабилитации «Туманный»",+7 (39033) 2-21-04,info@tumannet.ru,www.tumannet.ru,Биткулова Л.И.,без звёзд,721.ЦК,23.06.2021,78/АА-034/568-2021,24.06.2021,23.06.2024,"Общество с ограниченной ответственностью ""Звезды Отелям""",«Первая»,5,9,«Третья»,7,14,,,,23
"загородный отель, туристская база, база отдыха",Гостиница «Golden Roks» ИП Хотькина Наталья Ивановна,Гостиница «Golden Roks»,ИП Хотькина Наталья Ивановна,Республика Хакасия,190800756043,319190100018162,"655266, Российская Федерация, Республика Хакасия, Орджоникидзевский район, село Приисковое, улица Заводская, дом 7Д",83912055119,gfligel@inbox.ru,goldenroks.ru,Гильманшина О. П.,без звёзд,038,20.07.2021,АА-020/033-2021,21.07.2021,20.07.2024,"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ГОСУДАРСТВЕННЫЙ РЕГИОНАЛЬНЫЙ ЦЕНТР СТАНДАРТИЗАЦИИ, МЕТРОЛОГИИ И ИСПЫТАНИЙ В КРАСНОЯРСКОМ КРАЕ, РЕСПУБЛИКЕ ХАКАСИЯ И РЕСПУБЛИКЕ ТЫВА""",«Первая»,3,6,«Третья»,13,35,,,,41
городская гостиница (отель),"Гостиница «Парк-Отель» ЗАО «АБАКАН-ТУР""",Гостиница «Парк-Отель»,ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО «АБАКАН-ТУР»,Республика Хакасия,1901000174,1021900531410,"655017, Республика Хакасия, г.Абакан,  ул. Пушкина, д.54А",+73902227452,park-hotel.abakan@yandex.ru,,Сапсаева Елена Алексеевна,без звёзд,30,18.01.2022,24/АА-025/30-2022,18.01.2022,18.01.2025,"СОЮЗ ""ЦЕНТРАЛЬНО-СИБИРСКАЯ ТОРГОВО-ПРОМЫШЛЕННАЯ ПАЛАТА""",«Первая»,6,12,,,,,,,12
"загородный отель, туристская база, база отдыха","База отдыха ""Озеро Шира"" ООО  ""Центр отдыха и здоровья""","База отдыха ""Озеро Шира""","ООО  ""Центр отдыха и здоровья""",Республика Хакасия,2409700380,1082443001156,"655220, Российская Федерация, Республика Хакасия, Ширинский район,  поселок Жемчужный, улица Раздольная, дом 1",Телефон 8(39035) 9-75-72,dol-ozero-shira@yandex.ru,-,Гильманшина Ольга Петровна,без звёзд,054,26.05.2022,24/АА-020/054-2022,26.05.2022,25.05.2025,"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ГОСУДАРСТВЕННЫЙ РЕГИОНАЛЬНЫЙ ЦЕНТР СТАНДАРТИЗАЦИИ, МЕТРОЛОГИИ И ИСПЫТАНИЙ В КРАСНОЯРСКОМ КРАЕ, РЕСПУБЛИКЕ ХАКАСИЯ И РЕСПУБЛИКЕ ТЫВА""",«Первая»,14,46,«Третья»,28,56,«Пятая»,26,124,226
городская гостиница (отель),"Отель ""Абакан"", ООО Отель ""Абакан""","Отель ""Абакан"", ООО Отель ""Абакан""","ООО Отель ""Абакан""",Республика Хакасия,1901109446,1121901004147,"655017, Республика Хакасия, г. Абакан, пр. Ленина 59",+7 (3902) 22-30-25,gosti19@yandex.ru,www.abakan-hotel.ru,Кондакова В.А.,четыре звезды,23,11.06.2022,23/007/23-2022,11.06.2022,10.06.2025,Общество с ограниченной ответственностью «Ритейл Отель-Сервис»,Высшая «апартмент»,1,2,Высшая «люкс»,3,6,Высшая «джуниор сюит»,8,16,24
"загородный отель, туристская база, база отдыха","База отдыха ""Ромашка"" ИП Майнагашев И.В.","База отдыха ""Ромашка""",ИП Майнагашев Игорь Валерианович,Республика Хакасия,190109250471,320190100016617,"Российская Федерация, Хакасия Республика, Ширинский район, Западный берег Малого плеса, озеро Беле, квартал 7, участок 73",89030773346,0773346@mail.ru,-,О. П. Гильманшина,без звёзд,074,08.07.2022,24/АА-020/059-2022,08.07.2022,07.07.2025,"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ГОСУДАРСТВЕННЫЙ РЕГИОНАЛЬНЫЙ ЦЕНТР СТАНДАРТИЗАЦИИ, МЕТРОЛОГИИ И ИСПЫТАНИЙ В КРАСНОЯРСКОМ КРАЕ, РЕСПУБЛИКЕ ХАКАСИЯ И РЕСПУБЛИКЕ ТЫВА""",«Пятая»,5,10,,,,,,,10
городская гостиница (отель),"Гостиница ""Чалпан"" ИП Иптышев Э.М.","Гостиница ""Чалпан""",Индивидуальный предприниматель Иптышев Эдуард Михайлович,Республика Хакасия,190101366202,316190100056350,"655012, Российская Федерация, Республика Хакасия, город Абакан, улица Щорса, дом 5 Б","8(3902)215-102, 8(3902)215-302",chalpan-abakan@mail.ru,chalpan.ru,Гильманшина Ольга Петровна,три звезды,066,24.07.2022,24/АА-020/064-2022,24.07.2022,23.07.2025,"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ГОСУДАРСТВЕННЫЙ РЕГИОНАЛЬНЫЙ ЦЕНТР СТАНДАРТИЗАЦИИ, МЕТРОЛОГИИ И ИСПЫТАНИЙ В КРАСНОЯРСКОМ КРАЕ, РЕСПУБЛИКЕ ХАКАСИЯ И РЕСПУБЛИКЕ ТЫВА""",«Первая»,32,36,,,,,,,36
городская гостиница (отель),"Гостиница спортивно-тренировочного центра «Тея» (корпус 1, 2) АУ РХ ""СШ ""ТЕЯ""","Гостиница спортивно-тренировочного центра «Тея» (корпус 1, 2)",Автономное учреждение Республики Хакасия «Спортивная школа «Тея»,Республика Хакасия,1901097448,1101901004260,"655731, Республика Хакасия, Аскизский р-н, рп Вершина Тёи, ул. Советская, стр 41, лит АА1, лит А2Б",+7 (3902) 35-18-18,csp-tey2010@yandex.ru,rcsptey.ru,Биткулова Л.И.,без звёзд,916.ЦК,08.07.2022,78/АА-034/726-2022,15.07.2022,14.07.2025,"Общество с ограниченной ответственностью ""Звезды Отелям""",«Первая»,15,30,«Четвертая»,39,77,«Пятая»,32,93,200
городская гостиница (отель),"Гостиница ""Бизнес-отель ""Азия"" ООО ""ЛЮДВИГ-ИНВЕСТ""","Гостиница ""Бизнес-отель ""Азия""","ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛЮДВИГ-ИНВЕСТ""  (ООО ""ЛЮДВИГ-ИНВЕСТ"")",Республика Хакасия,1903022712,1131903001010,"655017, Российская Федерация, Республика Хакасия, город Абакан,  улица Кирова, дом 114, строение 1",+7(3902)215-777,welcome@asia-hotel.ru,asia-hotel.ru,О. П. Гильманшина,четыре звезды,076,15.08.2022,24/АА-20/065-2022,15.08.2022,14.08.2025,"ФЕДЕРАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""ГОСУДАРСТВЕННЫЙ РЕГИОНАЛЬНЫЙ ЦЕНТР СТАНДАРТИЗАЦИИ, МЕТРОЛОГИИ И ИСПЫТАНИЙ В КРАСНОЯРСКОМ КРАЕ, РЕСПУБЛИКЕ ХАКАСИЯ И РЕСПУБЛИКЕ ТЫВА""",Высшая «люкс»,14,28,«Первая»,102,144,,,,172
"загородный отель, туристская база, база отдыха","Загородный отель ""ALL INN"" ООО ""Аквамарин ""","Загородный отель ""ALL INN""","Общество с ограниченной ответственностью ""Аквамарин """,Республика Хакасия,2460204198,1072468022472,"655266, Российская Федерация, Республика Хакасия, Орджоникидзевский район,с. Приисковое, ул. Советская, 52Б",+7-901-611-6011,Allinn.pri@mail.ru,Allinn.pri.ru,Стусь О.П.,четыре звезды,00021,20.09.2022,54/АА-118/00021-2022,20.09.2022,19.09.2025,"Общество с ограниченной ответственностью ""Новосибирский центр сертификации и мониторинга качества продукции""",Высшая «сюит»,1,4,Высшая «апартмент»,1,6,Высшая «джуниор сюит»,8,16,26
