vid,polnoe_naimenovanie,socrshenoe_naimenovanie,naimenovanie_ur_litca_ip,region,inn,ogrn_ogrnip,adres,telephon,email,sait,spectialist_po_classificatci,prisvoenay_categoriya,nomer_resheniya_o_prisvoenii_categorii,data_resheniya_o_prisvoenii_categorii,registratcionnyi_nomer_svidetelstva,data_vydachi_svidetelstva,srok_deistviya,acreditovanaya_organizatciya,categoria_1,kol_vo_nomerov_categoria_1,kol_vo_mest_categoria_1,categoria_2,kol_vo_nomerov_categoria_2,kol_vo_mest_categoria_2,categoria_3,kol_vo_nomerov_categoria_3,kol_vo_mest_categoria_3,itogo_nomerov
городская гостиница (отель),Городская гостиница «Усадьба» ИП Путинцева Юлия Валерьевна,Городская гостиница «Усадьба»,ИП Путинцева Юлия Валерьевна,Сахалинская область,651301133558,305651712000042,"694450, Россия, Сахалинская область, Ногликский район, поселок городского типа Ноглики, улица Дачная, дом 19А",+79146457440,hotelusadba@mail.ru,info@usadba-nogliki.ru,Скороходова Ирина Юрьевна,одна звезда,136,12.11.2021,28/АА-69/136-2021,12.11.2021,11.11.2024,"Общество с ограниченной ответственностью ""Экспертно консалтинговый центр Амур-Тест""",«Первая»,6,11,«Вторая»,6,6,«Пятая»,4,6,23
городская гостиница (отель),Гостиница «Лада» ООО «МБЦ «Лада»,Гостиница «Лада»,ООО «Международный бизнес-центр «Лада»,Сахалинская область,6501044627,1026500544641,"693010, Сахалинская обл., г. Южно-Сахалинск, ул. Комсомольская, д. 154",+7 (4242) 46-48-00,Lada@Sakhalin.ru; ladahotel@mail.ru,,Ефипова Дарья Сергеевна,две звезды,26-р/2,28.02.2022,АА-022/398-2022,28.02.2022,27.02.2025,"Общество с ограниченной ответственностью ""Эндикон-Эксперт""",«Вторая»,41,45,,,,,,,45
городская гостиница (отель),Отель «Версаль» ИП Ли Су Иль,Отель «Версаль»,ИП Ли Су Иль,Сахалинская область,651700001715,304651702600050,"694400, Россия, Сахалинская область, поселок городского типа Тымовское,  улица Кировская, дом 81А.",+79147464147,annamarket@bk.ru,,Скороходова Ирина Юрьевна,без звёзд,123,21.07.2021,28/АА-69/123-2021,21.07.2021,20.07.2024,"Общество с ограниченной ответственностью ""Экспертно консалтинговый центр Амур-Тест""",«Пятая»,18,38,,,,,,,38
городская гостиница (отель),"Гостиница ""Санта Ризот Отель"" ООО «Санта»","Гостиница ""Санта Ризот Отель""",Общество с ограниченной ответственностью «Санта»,Сахалинская область,6509002450,1026500534961,"693010, Сахалинская область, город Южно-Сахалинск, улица Венская, дом 3",+7 (4242) 511-000,reservation@santahotel.ru,santahotel.ru,,четыре звезды,051,25.06.2019,28/1/051-2019,25.06.2019,24.06.2022,"Общество с ограниченной ответственностью ""Экспертно консалтинговый центр Амур-Тест""",Высшая «люкс»,4,8,«Первая»,90,180,,,,188
городская гостиница (отель),Отель «Белка» ООО Отель «Белка»,Отель «Белка»,Общество с ограниченной ответственностью Отель «Белка»,Сахалинская область,6501303335,1196501001982,"693010, Сахалинская область, город Южно-Сахалинск, улица Хабаровская, дом 29 Б",8 (4242) 46-17-61,reception@belka-hotel.com,www.belka-hotel.ru,Ефименко Екатерина Владимировна,три звезды,176,29.08.2022,28/АА-69/176-2022,29.08.2022,28.08.2025,"Общество с ограниченной ответственностью ""Экспертно консалтинговый центр Амур-Тест""",Высшая «люкс»,9,18,«Первая»,36,41,,,,59
городская гостиница (отель),"Гостиница ""Геолог"" Общество с ограниченной ответственностью «Востокгеосервис»","Гостиница ""Геолог""",Общество с ограниченной ответственностью «Востокгеосервис»,Сахалинская область,6501291030,1176501003172,"693005, Сахалинская область, город Южно-Сахалинск, улица Северная, дом 56",8 (4242) 72-19-39,vgssecretar@mail.ru,,,без звёзд,088,03.02.2020,28/1/088-2020,03.02.2020,02.02.2023,"Общество с ограниченной ответственностью ""Экспертно консалтинговый центр Амур-Тест""",«Первая»,21,38,,,,,,,38
городская гостиница (отель),Гостиница «Триумф» Общество с ограниченной ответственностью «Триумф»,Гостиница «Триумф»,Общество с ограниченной ответственностью «Триумф»,Сахалинская область,6514009500,1196501004996,"694350, Сахалинская область, Смирныховский район, пгт. Смирных, ул. Ленина, д. 28",+7 (42452) 4 10 24,triumpfhotel@yandex.ru,,,четыре звезды,667,31.03.2020,77/41/667-2020,31.03.2020,30.03.2023,"Общество с ограниченной ответственностью ""Управляющая компания ""Отель менеджмент""",Высшая «джуниор сюит»,6,12,«Первая»,17,34,,,,46
городская гостиница (отель),Гостиница «Айсберг» ИП Соков Дмитрий Владимирович,Гостиница «Айсберг»,ИП Соков Дмитрий Владимирович,Сахалинская область,651800070494,319650100008872,"94500, Сахалинская область,  пгт. Южно-Курильск, ул. Океанская, д. 5",+ 7 (42455) 22693,sokov@zmail.ru,,Савосина А.И.,без звёзд,Р-091,01.03.2021,77/13/091-2021,01.03.2021,29.02.2024,"Общество с ограниченной ответственностью ""ПрофНадзор""",«Первая»,1,2,«Вторая»,8,12,,,,14
городская гостиница (отель),Гостиница «Флагман» ИП Кочетов Антон Александрович,Гостиница «Флагман»,ИП Кочетов Антон Александрович,Сахалинская область,651800610076,307651802400020,"Россия, 694500, Сахалинская область, поселок городского типа Южно-Курильск, улица Пограничная, дом 3",+7 (924) 196 14 31,flagman-uk@mail.ru,,Пшенинчая М.В.,без звёзд,ГЭО-055-2021,30.03.2021,23/АА-111/055-2021,30.03.2021,29.03.2024,"Общество с ограниченной ответственностью ""ГРАНД ЭКСПЕРТ ОТЕЛЬ""",Высшая «люкс»,1,2,«Вторая»,6,12,,,,14
городская гостиница (отель),"Гостиница «Бриз» (ул. Гнечко, д. 5) МУП «Южно-Курильский Докер»",Гостиница «Бриз»,Муниципальное унитарное предприятие «Южно-Курильский Докер»,Сахалинская область,6518000650,1026501202386,"694500, Сахалинская область, пгт. Южно-Курильск, ул. Гнечко, д. 5",+7 (42455) 22155,dom-drujby@rambler.ru,,Маслюк Е.А.,одна звезда,Р-061,20.10.2021,77/114/061-2021,20.10.2021,20.10.2024,"Общество с ограниченной ответственностью ""ПрофНадзор""",Высшая «апартмент»,1,2,«Первая»,6,15,,,,17
городская гостиница (отель),"Гостиница ""Шоколад"" ИП Сон Чун Дя","Гостиница ""Шоколад""",ИП Сон Чун Дя,Сахалинская область,650100099231,304650105000172,"693004, Сахалинская область, город Южно-Сахалинск,  планировочный район Хомутово, улица Южная, дом 1а",+79147566317,Kim_Katy86@mail.ru,,Ефименко Екатерина Владимировна,без звёзд,147,22.12.2021,28/АА-69/147-2021,23.12.2021,22.12.2024,"Общество с ограниченной ответственностью ""Экспертно консалтинговый центр Амур-Тест""",«Первая»,20,40,,,,,,,40
городская гостиница (отель),"Отель «Юность» ООО ""Лайт-декор""",Отель «Юность»,"ООО ""Лайт-декор""",Сахалинская область,6501148288,1046500615193,"693010, Сахалинская область, г. Южно-Сахалинск,  ул. Священномученика Иллариона Троицкого, д. 2",+74242518000,hello@yunost-sakhalin.ru,www.yunost-sakhalin.ru,Ефипова Дарья Сергеевна,две звезды,262-р/2,30.12.2021,АА-022/368-2021,30.12.2021,29.12.2024,"Общество с ограниченной ответственностью ""Эндикон-Эксперт""",«Первая»,86,178,,,,,,,178
хостел,"Хостел ""БелоЯръ"" ИП Кислицина Ольга Яковлевна","Хостел ""БелоЯръ""",ИП Кислицина Ольга Яковлевна,Сахалинская область,650100235653,304650115200049,"693014, Сахалинская область, город Южно-Сахалинск,  улица 2-я Центральная, дом 39Б",+79621288884,Ol.kislitzina@yandex.ru,,Скороходова Ирина Юрьевна,без звёзд,152,12.01.2022,28/АА-69/152-2022,12.01.2022,11.01.2025,"Общество с ограниченной ответственностью ""Экспертно консалтинговый центр Амур-Тест""",«Пятая»,12,54,,,,,,,54
городская гостиница (отель),"Гостиница ""Время обеда"" ИП Гребнев Олег Юрьевич","Гостиница ""Время обеда""",ИП Гребнев Олег Юрьевич,Сахалинская область,222301254667,304222422600028,"694350, Сахалинская область, Смирныховский район, поселок городского типа Смирных, улица Центральная, дом 78В",+79241892903,oleg_22rus@mail.ru,,Ефименко Екатерина Владимировна,без звёзд,158,28.01.2022,28/АА-69/158-2022,28.01.2022,27.01.2025,"Общество с ограниченной ответственностью ""Экспертно консалтинговый центр Амур-Тест""",«Первая»,5,9,,,,,,,9
городская гостиница (отель),Гостиница «Командор» ИП Баязитов И.А.,Гостиница «Командор»,ИП Баязитов Игорь Алеханович,Сахалинская область,650900003845,304650921500056,"693000, Сахалинская область, г. Южно-Сахалинск, ул. Милицейская, 7 В",8 (4242) 43-42-42,komandor-hotel@mail.ru,,Пасько Ольга Владимировна,три звезды,396,11.05.2022,АА-008/396-2022,11.05.2022,11.05.2025,"Общество с ограниченной ответственность ""НЦСЭ ""Хорекаэкспертгрупп""",Высшая «люкс»,13,26,«Первая»,9,18,,,,44
"загородный отель, туристская база, база отдыха","Загородный отель ""ВАЛ"" ООО ""СЕРВИС ГРУПП""","Загородный отель ""ВАЛ""","Общество с ограниченной ответственностью ""СЕРВИС ГРУПП""",Сахалинская область,2721219240,1152721005348,"694454, Россия, Сахалинская область,  село Вал, улица Станционная, 8",+74242276619,info@hotel-val.ru,www.hotel-val.ru,Ефименко Екатерина Владимировна,две звезды,169,05.07.2022,28/АА-69/169-2022,05.07.2022,04.07.2025,"Общество с ограниченной ответственностью ""Экспертно консалтинговый центр Амур-Тест""",«Первая»,21,33,«Вторая»,4,16,,,,49
городская гостиница (отель),"Гостиница ""APART HOUSE"" ООО «СКАЙТРИ»","Гостиница ""APART HOUSE""",Общество с ограниченной ответственностью «СКАЙТРИ»,Сахалинская область,6501313735,1216500001717,"693006, Россия, Сахалинская область, город Южно-Сахалинск,  улица Пушкина, дом 161",+7 (4242) 49-80-80,apartdom@mail.ru,,Ефименко Екатерина Владимировна,без звёзд,173,19.07.2022,28/АА-69/173-2022,19.07.2022,18.07.2025,"Общество с ограниченной ответственностью ""Экспертно консалтинговый центр Амур-Тест""",«Первая»,69,76,,,,,,,76
"загородный отель, туристская база, база отдыха","Загородный отель ""Солнечный"" ИП Зубкова Т.Ф.","Загородный отель ""Солнечный""",Индивидуальный предприниматель Зубкова Тамара Федоровна,Сахалинская область,650100526229,320774600461632,"694456, Россия, Сахалинская область, Ногликский район,  пгт Горячие ключи, улица Ключевая, дом 2.",+79621545265,dagisever@mail.ru,,Ефименко Екатерина Владимировна,без звёзд,178,30.08.2022,28/АА-69/178-2022,31.08.2022,30.08.2025,"Общество с ограниченной ответственностью ""Экспертно консалтинговый центр Амур-Тест""",«Первая»,5,10,,,,,,,10
