vid,polnoe_naimenovanie,socrshenoe_naimenovanie,naimenovanie_ur_litca_ip,region,inn,ogrn_ogrnip,adres,telephon,email,sait,spectialist_po_classificatci,prisvoenay_categoriya,nomer_resheniya_o_prisvoenii_categorii,data_resheniya_o_prisvoenii_categorii,registratcionnyi_nomer_svidetelstva,data_vydachi_svidetelstva,srok_deistviya,acreditovanaya_organizatciya,categoria_1,kol_vo_nomerov_categoria_1,kol_vo_mest_categoria_1,categoria_2,kol_vo_nomerov_categoria_2,kol_vo_mest_categoria_2,categoria_3,kol_vo_nomerov_categoria_3,kol_vo_mest_categoria_3,itogo_nomerov
городская гостиница (отель),Гостиница «Арт-отель Вернисаж» Индивидуальный предприниматель Любченко Владислав Сергеевич,Гостиница «Арт-отель Вернисаж»,Индивидуальный предприниматель Любченко Владислав Сергеевич,Новгородская область,532124669930,317532100011133,"173000, Новгородская область, г. Великий Новгород, ул. Народная 2А, литер А",+7 921 025 71 71,otelvernissage@gmail.com,hotel-vn.tb.ru,,одна звезда,654,10.02.2020,77/41/654-2020,10.02.2020,09.02.2023,"Общество с ограниченной ответственностью ""Управляющая компания ""Отель менеджмент""",«Первая»,4,8,«Четвертая»,1,2,«Пятая»,7,13,23
городская гостиница (отель),Гостевой дом «Альянс» ИП Пржевальская Елена Эдуардовна,Гостевой дом «Альянс»,Индивидуальный предприниматель Пржевальская Елена Эдуардовна,Новгородская область,532108368893,320532100002347,"173014,Великий Новгород, ул. Народная д.2А, литера Б",+7-921-731-10-29,alyans-guest.house@yandex.ru,alyansguesthouse.wix.com/alyans,,одна звезда,33-р,05.03.2020,АА-022/109-2020,05.03.2020,04.03.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт""",«Первая»,1,2,«Пятая»,10,23,,,,25
"(До 31.12.2020) курортный отель, база отдыха, туристская база, центр отдыха, туристская деревня (деревня отдыха), дом отдыха, пансионат и другие аналогичные средства размещения","Курорт ""Старая Русса"" Корпус №2 АО ""Курорт Старая Русса""","Курорт ""Старая Русса"" Корпус №2","АО ""Курорт Старая Русса""",Новгородская область,5322004369,1025301189572,"175204, Новгородская область, г. Старая Русса, ул. Минеральная, д.62, корпус 2",88165231603,kurort_str@amaks-hotels.ru; sales1_str@amaks-hotels.ru,russa.amaks-kurort.ru,,три звезды,010,31.07.2020,АА-76/010-2020,31.07.2020,31.07.2023,"Общество с ограниченной ответственностью ""Интерспейс групп""",Высшая «студия»,8,16,«Первая»,31,31,,,,47
городская гостиница (отель),ГОСТИНИЦА «ЛЕСНАЯ» ИП Иванов Евгений Александрович,ГОСТИНИЦА «ЛЕСНАЯ»,ИП Иванов Евгений Александрович,Новгородская область,53130159247,304533805500080,"175461, Новгородская область, п. Крестцы ул. Лесная, д. 13",+7(921) 693-13-33,gostinitsalesnaya@yandex.ru,,,без звёзд,47-20,24.11.2020,47/028/44-2020,24.11.2020,23.11.2023,"Союз ""Ленинградская областная торгово-промышленная палата""",«Первая»,3,6,«Пятая»,13,27,,,,33
хостел,"Хостел ""Академ ВН""",Академ ВН Хостел,ИП Лавринчук Наталья Викторовна,Новгородская область,532119929798,319532100015094,"г. Великий Новгород, ул. Саши Устинова, д. 3/1",+7(8162)92-44-90,academvn@mail.ru,academvn.ru,,без звёзд,032/20,20.11.2020,АА-004/032/2020,20.11.2020,19.11.2023,"СОЮЗ ""САНКТ-ПЕТЕРБУРГСКАЯ ТОРГОВО-ПРОМЫШЛЕННАЯ ПАЛАТА""",«Пятая»,9,31,,,,,,,31
городская гостиница (отель),Гостиница «Зайцева Гора» ИП Тимофеев Демид Михайлович,Гостиница «Зайцева Гора»,ИП Тимофеев Демид Михайлович,Новгородская область,532122933000,314532124500025,"Новгородская область, Крестецкий район, д. Зайцево, ул. Центральная д.139",8(911)641-94-91,liza_plotnikova8361@mail.ru,https://kresttsy.ru/node/4710,,без звёзд,035/20,07.12.2020,АА-004/035/2020,07.12.2020,06.12.2023,"СОЮЗ ""САНКТ-ПЕТЕРБУРГСКАЯ ТОРГОВО-ПРОМЫШЛЕННАЯ ПАЛАТА""",«Первая»,4,8,«Пятая»,4,18,,,,26
городская гостиница (отель),База отдыха «Клевое Место»,База отдыха «Клевое Место»,Общество с ограниченной ответственностью «Русская рыбалка – «Клевое Место»,Новгородская область,5302013118,1095302000496,"175402, Новгородская обл., Валдайский район, деревня Усадье",+7(921)730-80-08,Pri-dvore09@mail.ru,klevoe-valday.ru,,без звёзд,402-р,21.12.2020,АА-022/222-2020,21.12.2020,20.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт""",«Первая»,8,12,«Вторая»,3,4,,,,16
городская гостиница (отель),Отель «Папина Дача»,Отель «Папина Дача»,Индивидуальный предприниматель Кузьмин Виктор Михайлович,Новгородская область,780160022355,318784700153392,"175452, Новгородская обл., Крестецкий р-н, д. Долгий Мост, д. 18",+7 (911) 614-06-76,kafe-pd@mail.ru,papinadacha.spb.ru,,одна звезда,439-р,28.12.2020,АА-022/251-2020,28.12.2020,27.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт""",«Первая»,1,2,«Пятая»,7,13,,,,15
хостел,Хостел «Ярослав»,Хостел «Ярослав»,Индивидуальный предприниматель Богданова Елена Анатольевна,Новгородская область,532123223035,318532100008916,"173000, Новгородская обл., гор. Великий Новгород, ул. Никольская, д. 4",+7(911)6000366,book@yahostel.ru,yahostel.ru,,без звёзд,444-р,29.12.2020,АА-022/253-2020,29.12.2020,28.12.2023,"Общество с ограниченной ответственностью ""Эндикон-Эксперт""",«Пятая»,7,31,,,,,,,31
"загородный отель, туристская база, база отдыха",База отдыха «Берендеево царство» ООО «Русь»,База отдыха «Берендеево царство»,ООО «Русь»,Новгородская область,5302010244,1035300000680,"175421   Россия, Новгородская обл., Валдайский р-н, д. Шуя",88162502299,novturservis@yandex.ru,https://valday.nov.ru/,А.В. Сомова,без звёзд,040/2021,08.02.2021,78/АА-004/040/2021,08.02.2021,07.02.2024,"СОЮЗ ""САНКТ-ПЕТЕРБУРГСКАЯ ТОРГОВО-ПРОМЫШЛЕННАЯ ПАЛАТА""",«Первая»,12,24,,,,,,,24
"курортный отель, санаторий, дом отдыха, центр отдыха, пансионат",«Пансионат «Северное Сияние» ООО «РУМБ-АНТЭКС»,«Пансионат «Северное Сияние»,ООО «РУМБ-АНТЭКС»,Новгородская область,7702100432,1027739786414,"Новгородская область, Валдайский район, дер.Шуя",89082914386,nordvalday@gmail.com,www.valdaypansionat.ru,Сомова А.В.,без звёзд,048/2021,15.04.2021,78/AA-004/048-2021,15.04.2021,14.04.2024,"СОЮЗ ""САНКТ-ПЕТЕРБУРГСКАЯ ТОРГОВО-ПРОМЫШЛЕННАЯ ПАЛАТА""",«Первая»,32,64,,,,,,,64
городская гостиница (отель),"ГОСТИНИЦА «АМАКС «ВАЛДАЙСКИЕ ЗОРИ» ООО ""Валдайские зори""",ГОСТИНИЦА «АМАКС «ВАЛДАЙСКИЕ ЗОРИ»\t,"ООО ""Валдайские зори""",Новгородская область,5302010798,1055300012756,"175400, Новгородская область, г. Валдай, ул. Молотковская, 2, корп. 1",+7 816 662-43-63,valdai@amaks-hotels.ru,www.valdai.amaks-hotels.ru,Батьков К.В.,три звезды,860,30.08.2021,78/АА-46/860-2021,30.08.2021,29.08.2024,"Общество с ограниченной ответственностью ""Бюро классификации и экспертизы""",Высшая «апартмент»,1,3,Высшая «люкс»,14,42,Высшая «джуниор сюит»,13,40,85
мотель,Мотель «Чудово» ООО «РН-Северо-Запад»,Мотель «Чудово»,ООО «РН-Северо-Запад»,Новгородская область,7839087502,1177847227964,"Новгородская область, Чудовский район, 581 км автодороги Москва-Санкт-Петербург",+7 (938) 408-95-06,novgorod_op@msz.rosneft.ru,,Сомова А.В.,одна звезда,061/2021,26.11.2021,78/АА-004/061/2021,26.11.2021,25.11.2024,"СОЮЗ ""САНКТ-ПЕТЕРБУРГСКАЯ ТОРГОВО-ПРОМЫШЛЕННАЯ ПАЛАТА""",«Первая»,16,32,,,,,,,32
мотель,"Мотель ""Флагман"" ИП Вершинина Дарья Александровна","Мотель ""Флагман""",ИП Вершинина Дарья Александровна,Новгородская область,531102157904,316532100076500,"Новгородская область,  Окуловский район, д. Шуркино, ул. Мира 2А",8 (953) 902-03-32,veresk-okulovka@mail.ru,,Сомова А.В.,без звёзд,068/2021,16.12.2021,78/АА-004/068-2021,16.12.2021,15.12.2024,"СОЮЗ ""САНКТ-ПЕТЕРБУРГСКАЯ ТОРГОВО-ПРОМЫШЛЕННАЯ ПАЛАТА""",«Первая»,3,6,«Пятая»,4,10,,,,16
городская гостиница (отель),"Гостевой дом ""Окуловка Люкс"" ООО ""Карсар""","Гостевой дом ""Окуловка Люкс""","ООО ""Карсар""",Новгородская область,5311006004,1065302000928,"174350, Новгородская область, г. Окуловка, ул. Магистральная, д. 52",8 8162 72 10 45,okuiovkalux@gmail.com,,Милованов Евгений Владимирович,без звёзд,0257,27.12.2021,47/2/257-2021,27.12.2021,26.12.2024,"Общество с ограниченной ответственностью ""ОТЕЛЬ-КОНСАЛТ""",Высшая «студия»,1,2,«Первая»,4,8,,,,10
городская гостиница (отель),Мини-отель «VINTAGE» ООО «Семейный центр «Династия»,Мини-отель «VINTAGE»,Общество с ограниченной ответственностью «Семейный центр «Династия»,Новгородская область,5320027963,1185321006265,"174406, Новгородская обл., город Боровичи, улица Московская, д.30",+7 921 209-60-09,Dinastiacentr@yandex.ru,http://hotel-borovichi.ru/,Васильева Елена Олеговна,одна звезда,1163,28.12.2021,77/АА-79/1163-2021,28.12.2021,28.12.2024,"Некоммерческая организация ""Российская Гостиничная Ассоциация""",«Первая»,3,6,«Пятая»,2,4,,,,10
городская гостиница (отель),Гостиница «Интурист» ООО «Интурист-Новгород»,Гостиница «Интурист»,Общество с ограниченной ответственностью «Интурист-Новгород»,Новгородская область,5321106093,1055301056392,"173001, г. Великий Новгород, ул. Великая, д. 16",,intnovhotel.ru,,Леонова Олеся Николаевна,три звезды,1287/01,07.02.2022,78/АА-97/287-2022,07.02.2022,06.02.2025,"Общество с ограниченной ответственностью ""Фатум Эксперт""",«Первая»,118,236,,,,,,,236
городская гостиница (отель),Отель «Welcome inn» ООО «ЕСКО»,Отель «Welcome inn»,Общество с ограниченной ответственностью «ЕСКО»,Новгородская область,5321191902,1175321007949,"173004, г. Великий Новгород, ул. Молотковская, д. 4",+7 (8162) 900889,welbron@yandex.ru,welcomeinhotel.ru,Леонова Олеся Николаевна,три звезды,1294/01,08.02.2022,78/АА-97/294-2022,08.02.2022,07.02.2025,"Общество с ограниченной ответственностью ""Фатум Эксперт""",«Первая»,44,83,,,,,,,83
хостел,"Хостел «Айсберг» ООО ""Гостиничный комплекс ""Айсберг""",Хостел «Айсберг»,"ООО ""Гостиничный комплекс ""Айсберг""",Новгородская область,5310021730,1175321003747,"173011, Новгородская обл., Новгородский р-н, д. Хутынь, ул. Георгиевская, д. 3",+7 921 205 98 35,iceberggk@yandex.ru,www.icebergvn.ru,Розова Надежда Борисовна,без звёзд,14-р/2,24.02.2022,АА-022/386-2022,24.02.2022,23.02.2025,"Общество с ограниченной ответственностью ""Эндикон-Эксперт""",«Пятая»,33,101,,,,,,,101
городская гостиница (отель),"Мини-отель ""Белелюбского"" ИП Алексеева А.А.","Мини-отель ""Белелюбского""",ИП Алексеева А.А.,Новгородская область,532058133004,320532100011132,"174411, Новгородская область, г. Боровичи, ул. Дзержинского, д. 8",8 911 636 30 40,bel-hotel153@yandex.ru,,Милованов Евгений Владимирович,без звёзд,0075,07.04.2022,47/2/075-2022,07.04.2022,06.04.2025,"Общество с ограниченной ответственностью ""ОТЕЛЬ-КОНСАЛТ""",«Первая»,1,2,«Четвертая»,5,14,«Пятая»,1,4,20
хостел,Туристический комплекс «PodSpot hostel» ИП Подпальный И.С.,Туристический комплекс «PodSpot hostel»,ИП Подпальный И.С.,Новгородская область,781419061892,319784700187301,"173007, Великий Новгород, ул. Мерецкова-Волосова, 13А, Софийская сторона",8 911 609 09 81,podspothostel@gmail.com,,Милованов Евгений Владимирович,три звезды,0159,25.05.2022,47/2/159-2022,25.05.2022,24.05.2025,"Общество с ограниченной ответственностью ""ОТЕЛЬ-КОНСАЛТ""",Высшая «студия»,1,2,«Первая»,1,2,,,,4
городская гостиница (отель),Апарт-отель «Мара» ИП Кочкин А.А.,Апарт-отель «Мара»,Индивидуальный предприниматель  Кочкин Алексей Александрович,Новгородская область,772119934118,316774600073437,"Новгородская обл., г. Валдай, ул. Песчаная, д. 11",8 (968) 484-63-39,bron@mara-hotel.ru,mara-hotel.ru,Фрунзе Карина Викторовна,без звёзд,211287,24.08.2022,77/АА-87/211287-22,24.08.2022,24.08.2025,"Общество с ограниченной ответственностью ""Аспект""",«Первая»,6,12,,,,,,,12
городская гостиница (отель),Гостиница «Валдай» МУП БПХ,Гостиница «Валдай»,Муниципальное унитарное предприятие банно-прачечного хозяйства,Новгородская область,5302001296,1025300515338,"Новгородская обл., г. Валдай,  ул. Луначарского, д. 20",8-816-662-20-75,valday-hotel@mail.ru,,Евлан Андрей Александрович,одна звезда,211299,18.09.2022,77/АА-87/211299-22,18.09.2022,18.09.2025,"Общество с ограниченной ответственностью ""Аспект""",«Первая»,55,105,,,,,,,105
